iter	RMSE
760	7.316802961
761	7.315836874
762	7.314683223
763	7.313631433
764	7.309631568
765	7.304971304
766	7.302994749
767	7.297511906
768	7.294453154
769	7.29363114
770	7.292199362
771	7.290255297
772	7.286137771
773	7.284469347
774	7.282918172
775	7.27992642
776	7.27942254
777	7.275450416
778	7.269884275
779	7.265789682
780	7.263814597
781	7.262572523
782	7.260715671
783	7.258653817
784	7.257244451
785	7.256057895
786	7.254193348
787	7.252601999
788	7.248782493
789	7.246456226
790	7.245109591
791	7.243609381
792	7.242172462
793	7.239616935
794	7.238685955
795	7.23538767
796	7.235053493
797	7.233601072
798	7.229835859
799	7.227404561
800	7.226434669
801	7.223206385
802	7.220296441
803	7.215297538
804	7.212069506
805	7.211553118
806	7.206485439
807	7.20497256
808	7.203767195
809	7.20284683
810	7.200197603
811	7.199556217
812	7.198720709
813	7.1981302
814	7.193334463
815	7.189245844
816	7.181614187
817	7.180603731
818	7.174763809
819	7.172147118
820	7.170324546
821	7.169164083
822	7.16568916
823	7.161313903
824	7.159049321
825	7.158282482
826	7.155540055
827	7.153973975
828	7.150404871
829	7.147993295
830	7.146672252
831	7.144969226
832	7.14318236
833	7.140607568
834	7.137594219
835	7.134288146
836	7.130124597
837	7.128248061
838	7.12640741
839	7.123616497
840	7.121242458
841	7.119314999
842	7.115869494
843	7.108333615
844	7.106391498
845	7.100594407
846	7.096525216
847	7.095256613
848	7.090728741
849	7.088849343
850	7.085292287
851	7.083693893
852	7.080074668
853	7.078577006
854	7.075634357
855	7.07470933
856	7.073341311
857	7.068982283
858	7.068312835
859	7.067810557
860	7.066439037
861	7.06417415
862	7.060809801
863	7.059273509
864	7.055859324
865	7.052361934
866	7.049334582
867	7.045648257
868	7.04268687
869	7.040221466
870	7.038116196
871	7.034890238
872	7.030015965
873	7.028738339
874	7.025582766
875	7.024355402
876	7.023520204
877	7.020481053
878	7.017431346
879	7.016775254
880	7.014893814
881	7.010986284
882	7.007686533
883	7.003188772
884	7.001732495
885	6.999734795
886	6.998368893
887	6.995380681
888	6.99270952
889	6.98807373
890	6.985888484
891	6.983886627
892	6.982459824
893	6.980100158
894	6.976800714
895	6.973685356
896	6.971598654
897	6.966757728
898	6.961662917
899	6.958139101
900	6.95771779
901	6.957463812
902	6.956474903
903	6.954552247
904	6.953576977
905	6.950326018
906	6.946758533
907	6.944799291
908	6.943082883
909	6.941394262
910	6.93891912
911	6.935909424
912	6.933168838
913	6.932558571
914	6.928539077
915	6.926319492
916	6.923210186
917	6.920933701
918	6.917990585
919	6.917110149
920	6.916131392
921	6.915225135
922	6.913446351
923	6.913145016
924	6.912163279
925	6.911187903
926	6.908566416
927	6.904226583
928	6.900336211
929	6.896602215
930	6.893668094
931	6.892517152
932	6.891093025
933	6.890180922
934	6.885592674
935	6.883177905
936	6.881178331
937	6.879302313
938	6.875881154
939	6.873537184
940	6.870310799
941	6.869050508
942	6.867892941
943	6.865843076
944	6.863833899
945	6.861818742
946	6.858659057
947	6.85674335
948	6.850095381
949	6.84773295
950	6.842062782
951	6.839550644
952	6.837579174
953	6.836288134
954	6.835345111
955	6.833533022
956	6.830542697
957	6.829510732
958	6.824817861
959	6.823771948
960	6.821728964
961	6.81925572
962	6.817365537
963	6.814459629
964	6.813041487
965	6.809761623
966	6.809175877
967	6.807511663
968	6.806491597
969	6.803392759
970	6.800434334
971	6.79531693
972	6.79474712
973	6.791989529
974	6.791255549
975	6.789455484
976	6.789072801
977	6.787748555
978	6.785141091
979	6.784481741
980	6.78370026
981	6.782392081
982	6.779030807
983	6.778181938
984	6.775051846
985	6.772428639
986	6.771721998
987	6.769230849
988	6.768255242
989	6.766490095
990	6.764546379
991	6.762985357
992	6.757545558
993	6.753438304
994	6.750174299
995	6.747716741
996	6.745023645
997	6.742750726
998	6.740792085
999	6.73940512
